Index;ZCF.Close;ZCF.Volume;ZCF.Adjusted
27/03/2008;555.5;66816;555.5
28/03/2008;560.5;78064;560.5
31/03/2008;567.25;169084;567.25
01/04/2008;584;146412;584
02/04/2008;595.75;122521;595.75
03/04/2008;600;114646;600
04/04/2008;598;81488;598
07/04/2008;590;135414;590
08/04/2008;591.25;122427;591.25
09/04/2008;605;171693;605
10/04/2008;594.25;156007;594.25
11/04/2008;584.25;142072;584.25
14/04/2008;591.75;129003;591.75
15/04/2008;606;133875;606
16/04/2008;603.5;87590;603.5
17/04/2008;603.5;72470;603.5
18/04/2008;599.5;51173;599.5
21/04/2008;580.25;84710;580.25
22/04/2008;594.25;61316;594.25
23/04/2008;587.75;42514;587.75
24/04/2008;576.25;115119;576.25
25/04/2008;577.25;83646;577.25
28/04/2008;600;87752;600
29/04/2008;591.25;129006;591.25
30/04/2008;600.25;62554;600.25
01/05/2008;605.5;46310;605.5
02/05/2008;602;33106;602
05/05/2008;582;39786;582
06/05/2008;594.75;23576;594.75
07/05/2008;601.5;15268;601.5
08/05/2008;618.75;12287;618.75
09/05/2008;618.5;9011;618.5
12/05/2008;603.5;7839;603.5
13/05/2008;597.5;5197;597.5
14/05/2008;589.75;94813;589.75
15/05/2008;599;113564;599
16/05/2008;591;89515;591
19/05/2008;586.75;86677;586.75
20/05/2008;589.75;102239;589.75
21/05/2008;607.25;98638;607.25
22/05/2008;595.75;115412;595.75
23/05/2008;599.75;73062;599.75
27/05/2008;598;68636;598
28/05/2008;592.5;108666;592.5
29/05/2008;582.25;154670;582.25
30/05/2008;599.25;124124;599.25
02/06/2008;615.75;149080;615.75
03/06/2008;608;157427;608
04/06/2008;614.5;110818;614.5
05/06/2008;643.25;168510;643.25
06/06/2008;650.75;199759;650.75
09/06/2008;657.25;136730;657.25
10/06/2008;673.25;164566;673.25
11/06/2008;703.25;108001;703.25
12/06/2008;709;231280;709
13/06/2008;731.75;153347;731.75
16/06/2008;732.5;154553;732.5
17/06/2008;742.25;106113;742.25
18/06/2008;746.25;99079;746.25
19/06/2008;727.75;172707;727.75
20/06/2008;721.25;116525;721.25
23/06/2008;724.25;98434;724.25
24/06/2008;712.5;130898;712.5
25/06/2008;730;82036;730
26/06/2008;753.75;114392;753.75
27/06/2008;754.75;104541;754.75
30/06/2008;724.75;77225;724.75
01/07/2008;719.5;39107;719.5
02/07/2008;748.75;35992;748.75
03/07/2008;746;25562;746
07/07/2008;716.5;39180;716.5
08/07/2008;692.75;14808;692.75
09/07/2008;683;8957;683
10/07/2008;675.25;4867;675.25
11/07/2008;680;2685;680
14/07/2008;657;54918;657
15/07/2008;648.25;64517;648.25
16/07/2008;658.5;64939;658.5
17/07/2008;631.25;56941;631.25
18/07/2008;609.5;60867;609.5
21/07/2008;589.25;50636;589.25
22/07/2008;573.5;65580;573.5
23/07/2008;571.5;70462;571.5
24/07/2008;573;40898;573
25/07/2008;577.25;40878;577.25
28/07/2008;582;48579;582
29/07/2008;594;45821;594
30/07/2008;601.5;46615;601.5
31/07/2008;587.5;62035;587.5
01/08/2008;565;58123;565
04/08/2008;535.5;48767;535.5
05/08/2008;525.25;76493;525.25
06/08/2008;508;70443;508
07/08/2008;522.25;67250;522.25
08/08/2008;498.5;63919;498.5
11/08/2008;497.25;66873;497.25
12/08/2008;509;98323;509
13/08/2008;539;67616;539
14/08/2008;557.75;83099;557.75
15/08/2008;529.75;48093;529.75
18/08/2008;553;31620;553
19/08/2008;564.75;40421;564.75
20/08/2008;575.25;39300;575.25
21/08/2008;597.75;55365;597.75
22/08/2008;586.5;49624;586.5
25/08/2008;580.25;57551;580.25
26/08/2008;575.25;77554;575.25
27/08/2008;577.5;88627;577.5
28/08/2008;570;78569;570
29/08/2008;568.25;37432;568.25
02/09/2008;553;16671;553
03/09/2008;546.5;14672;546.5
04/09/2008;549.25;10636;549.25
05/09/2008;531.5;7542;531.5
08/09/2008;533;5411;533
09/09/2008;529.5;2676;529.5
10/09/2008;522.5;2783;522.5
11/09/2008;522.25;2360;522.25
12/09/2008;547.5;125790;547.5
15/09/2008;562;155947;562
16/09/2008;532.25;156918;532.25
17/09/2008;554;192345;554
18/09/2008;527.25;176651;527.25
19/09/2008;542.25;107830;542.25
22/09/2008;558.5;125398;558.5
23/09/2008;560.25;109990;560.25
24/09/2008;563;94573;563
25/09/2008;558.25;103299;558.25
26/09/2008;543;106618;543
29/09/2008;513;112025;513
30/09/2008;487.5;216889;487.5
01/10/2008;484;141925;484
02/10/2008;454;150592;454
03/10/2008;454;119134;454
06/10/2008;424;137525;424
07/10/2008;417;154002;417
08/10/2008;427.5;139482;427.5
09/10/2008;438.25;119918;438.25
10/10/2008;408.25;39848;408.25
13/10/2008;411.5;105583;411.5
14/10/2008;411.25;99419;411.25
15/10/2008;388;130944;388
16/10/2008;384.5;137828;384.5
17/10/2008;403;107661;403
20/10/2008;418.5;99746;418.5
21/10/2008;411;147870;411
22/10/2008;385;127533;385
23/10/2008;390.25;125163;390.25
24/10/2008;372.75;133207;372.75
27/10/2008;385.25;114823;385.25
28/10/2008;390.75;144318;390.75
29/10/2008;420.75;107041;420.75
30/10/2008;409.5;182927;409.5
31/10/2008;401.5;140875;401.5
03/11/2008;403;127418;403
04/11/2008;413;125971;413
05/11/2008;390.25;139558;390.25
06/11/2008;378;163866;378
07/11/2008;375.5;124495;375.5
10/11/2008;383.5;144708;383.5
11/11/2008;374.25;162316;374.25
12/11/2008;369.5;175006;369.5
13/11/2008;377;141034;377
14/11/2008;380.25;105148;380.25
17/11/2008;385.75;109970;385.75
18/11/2008;380;100584;380
19/11/2008;378.75;104901;378.75
20/11/2008;363.75;95876;363.75
21/11/2008;338.5;149304;338.5
24/11/2008;354.5;137794;354.5
25/11/2008;353.5;131047;353.5
26/11/2008;354;124950;354
28/11/2008;349.5;39707;349.5
01/12/2008;332.75;50202;332.75
02/12/2008;332.5;45168;332.5
03/12/2008;332;32940;332
04/12/2008;318.25;22612;318.25
05/12/2008;293.5;19576;293.5
08/12/2008;314.25;10605;314.25
09/12/2008;312.25;8412;312.25
10/12/2008;326.75;7112;326.75
11/12/2008;338;3501;338
12/12/2008;359.5;155696;359.5
15/12/2008;375.25;104152;375.25
16/12/2008;394;127605;394
17/12/2008;389.5;132993;389.5
18/12/2008;389.5;73190;389.5
19/12/2008;380.75;77698;380.75
22/12/2008;381.75;68015;381.75
23/12/2008;394.75;66192;394.75
24/12/2008;398;29930;398
26/12/2008;412.25;48090;412.25
29/12/2008;393.5;83438;393.5
30/12/2008;396.25;61557;396.25
31/12/2008;407;72613;407
02/01/2009;412.25;62516;412.25
05/01/2009;411.25;92204;411.25
06/01/2009;427.5;127908;427.5
07/01/2009;416.5;108227;416.5
08/01/2009;406.75;103424;406.75
09/01/2009;410.75;126302;410.75
12/01/2009;380.75;77022;380.75
13/01/2009;362.5;148744;362.5
14/01/2009;366.5;96607;366.5
15/01/2009;365.25;91411;365.25
16/01/2009;391;105581;391
20/01/2009;383.5;148423;383.5
21/01/2009;390.25;116622;390.25
22/01/2009;387.5;88256;387.5
23/01/2009;390.5;94688;390.5
26/01/2009;393.75;87724;393.75
27/01/2009;377.5;107667;377.5
28/01/2009;384.5;88637;384.5
29/01/2009;381.75;84486;381.75
30/01/2009;379;84486;379
02/02/2009;370.5;119323;370.5
03/02/2009;361.75;115473;361.75
04/02/2009;358.25;129510;358.25
05/02/2009;371.25;119519;371.25
06/02/2009;377.25;112285;377.25
09/02/2009;377.5;105968;377.5
10/02/2009;376.75;143000;376.75
11/02/2009;368.5;104800;368.5
12/02/2009;366.25;153366;366.25
13/02/2009;363.25;81286;363.25
17/02/2009;349.25;112378;349.25
18/02/2009;349.25;129407;349.25
19/02/2009;353.25;121888;353.25
20/02/2009;350.25;124200;350.25
23/02/2009;351.75;101502;351.75
24/02/2009;354.25;95818;354.25
25/02/2009;363.75;104121;363.75
26/02/2009;362;83466;362
27/02/2009;350.75;49652;350.75
02/03/2009;343.5;30207;343.5
03/03/2009;343.5;20612;343.5
04/03/2009;355.25;15130;355.25
05/03/2009;349.25;13239;349.25
06/03/2009;352.75;9840;352.75
09/03/2009;357.25;9345;357.25
10/03/2009;366.75;7757;366.75
11/03/2009;356;4757;356
12/03/2009;376.75;2298;376.75
13/03/2009;375;118179;375
16/03/2009;391.5;113918;391.5
17/03/2009;390.5;79442;390.5
18/03/2009;388.25;73467;388.25
19/03/2009;396.5;111298;396.5
20/03/2009;396.5;51087;396.5
23/03/2009;395.5;90415;395.5
24/03/2009;393.75;70924;393.75
25/03/2009;385.75;70537;385.75
26/03/2009;390.75;61476;390.75
27/03/2009;387;54159;387
30/03/2009;386.25;83103;386.25
31/03/2009;404.75;180515;404.75
01/04/2009;396;139809;396
02/04/2009;402.5;123632;402.5
03/04/2009;404.5;75048;404.5
06/04/2009;405.5;71344;405.5
07/04/2009;396.25;105583;396.25
08/04/2009;397;126860;397
09/04/2009;390.25;143212;390.25
13/04/2009;387.5;85714;387.5
14/04/2009;394.25;151057;394.25
15/04/2009;384.5;88280;384.5
16/04/2009;385.75;77507;385.75
17/04/2009;376.25;85624;376.25
20/04/2009;369.5;112679;369.5
21/04/2009;374;91117;374
22/04/2009;373.5;73485;373.5
23/04/2009;381;60457;381
24/04/2009;377;66402;377
27/04/2009;372.25;58255;372.25
28/04/2009;375;66836;375
29/04/2009;393;85783;393
30/04/2009;396.25;39603;396.25
01/05/2009;406.25;15039;406.25
04/05/2009;398;13704;398
05/05/2009;398.5;7754;398.5
06/05/2009;400.75;6446;400.75
07/05/2009;404.75;4562;404.75
08/05/2009;414;2725;414
11/05/2009;413.5;2725;413.5
12/05/2009;419.5;3612;419.5
13/05/2009;419.5;2387;419.5
14/05/2009;421.5;78977;421.5
15/05/2009;417.25;102586;417.25
18/05/2009;421.5;131371;421.5
19/05/2009;425.75;102845;425.75
20/05/2009;426;105441;426
21/05/2009;424;79881;424
22/05/2009;430.25;103102;430.25
26/05/2009;427.5;135844;427.5
27/05/2009;426;118637;426
28/05/2009;428.75;167229;428.75
29/05/2009;436.25;105255;436.25
01/06/2009;445.75;122160;445.75
02/06/2009;449.5;100667;449.5
03/06/2009;432.5;154837;432.5
04/06/2009;448.5;111775;448.5
05/06/2009;444;96614;444
08/06/2009;435;132762;435
09/06/2009;444;145124;444
10/06/2009;435.75;154056;435.75
11/06/2009;441;144658;441
12/06/2009;425.5;146802;425.5
15/06/2009;406;136456;406
16/06/2009;404;118283;404
17/06/2009;407.75;105737;407.75
18/06/2009;403.25;75335;403.25
19/06/2009;399.25;93048;399.25
22/06/2009;385.25;129737;385.25
23/06/2009;389;91428;389
24/06/2009;386.5;91222;386.5
25/06/2009;382.5;95144;382.5
26/06/2009;384.25;90795;384.25
29/06/2009;377;94883;377
30/06/2009;347.75;54514;347.75
01/07/2009;351.75;32074;351.75
02/07/2009;345.75;14566;345.75
06/07/2009;343.25;16979;343.25
07/07/2009;335.5;8966;335.5
08/07/2009;339.25;2466;339.25
09/07/2009;343.5;1491;343.5
10/07/2009;345.5;1121;345.5
13/07/2009;359;1390;359
14/07/2009;350;67018;350
15/07/2009;329.5;70109;329.5
16/07/2009;316.75;69617;316.75
17/07/2009;322.25;45879;322.25
20/07/2009;323.25;77223;323.25
21/07/2009;311.5;69592;311.5
22/07/2009;308;63580;308
23/07/2009;327;61132;327
24/07/2009;316.25;47360;316.25
27/07/2009;322.25;52231;322.25
28/07/2009;320.5;88869;320.5
29/07/2009;320.75;67359;320.75
30/07/2009;332.25;53689;332.25
31/07/2009;339.5;61754;339.5
03/08/2009;358;79905;358
04/08/2009;354.5;55168;354.5
05/08/2009;347;75758;347
06/08/2009;332.5;84753;332.5
07/08/2009;322;91180;322
10/08/2009;324.25;99696;324.25
11/08/2009;326.5;98630;326.5
12/08/2009;330.75;99513;330.75
13/08/2009;324.5;100230;324.5
14/08/2009;319.25;59297;319.25
17/08/2009;314.25;70690;314.25
18/08/2009;314.5;46943;314.5
19/08/2009;320;45718;320
20/08/2009;318.5;34627;318.5
21/08/2009;321.75;43812;321.75
24/08/2009;329.5;52786;329.5
25/08/2009;321.5;48731;321.5
26/08/2009;320.5;43896;320.5
27/08/2009;323;57229;323
28/08/2009;321;77099;321
31/08/2009;326.25;36359;326.25
01/09/2009;312.25;30264;312.25
02/09/2009;313.25;12833;313.25
03/09/2009;311;9587;311
04/09/2009;300.5;5911;300.5
08/09/2009;302.75;6103;302.75
09/09/2009;305.5;2829;305.5
10/09/2009;309.5;2027;309.5
11/09/2009;314.5;3882;314.5
14/09/2009;305;66066;305
15/09/2009;346.5;252221;346.5
16/09/2009;336.25;164737;336.25
17/09/2009;329;104433;329
18/09/2009;318;75982;318
21/09/2009;316;88758;316
22/09/2009;325.75;94155;325.75
23/09/2009;330.25;104604;330.25
24/09/2009;336.5;117260;336.5
25/09/2009;334;124796;334
28/09/2009;338.75;71776;338.75
29/09/2009;341;118176;341
30/09/2009;344;99522;344
01/10/2009;340.5;86479;340.5
02/10/2009;333.5;89988;333.5
05/10/2009;341.5;152341;341.5
06/10/2009;358.25;213787;358.25
07/10/2009;359.75;102821;359.75
08/10/2009;364;155035;364
09/10/2009;362.25;133104;362.25
12/10/2009;381.25;130709;381.25
13/10/2009;381.75;151836;381.75
14/10/2009;383;137988;383
15/10/2009;373;129292;373
16/10/2009;372;79581;372
19/10/2009;386.25;108197;386.25
20/10/2009;384.5;110048;384.5
21/10/2009;398.25;181615;398.25
22/10/2009;403.5;121943;403.5
23/10/2009;397.75;162324;397.75
26/10/2009;378;159136;378
27/10/2009;370.75;144291;370.75
28/10/2009;369;126299;369
29/10/2009;379.5;121926;379.5
30/10/2009;366;135037;366
02/11/2009;382.25;164534;382.25
03/11/2009;390;171348;390
04/11/2009;384;141437;384
05/11/2009;376.5;125299;376.5
06/11/2009;367;147125;367
09/11/2009;386;174312;386
10/11/2009;394.5;202202;394.5
11/11/2009;394;246000;394
12/11/2009;390.5;186124;390.5
13/11/2009;390.5;100914;390.5
16/11/2009;402.25;125197;402.25
17/11/2009;402;111075;402
18/11/2009;398;127149;398
19/11/2009;395;104244;395
20/11/2009;391;114564;391
23/11/2009;387.25;156963;387.25
24/11/2009;376;160900;376
25/11/2009;392;129798;392
27/11/2009;397.25;137816;397.25
30/11/2009;402.75;67469;402.75
01/12/2009;399.75;36952;399.75
02/12/2009;391.75;37070;391.75
03/12/2009;385.25;41326;385.25
04/12/2009;373.75;28400;373.75
07/12/2009;368.75;26026;368.75
08/12/2009;369.5;20497;369.5
09/12/2009;368;18140;368
10/12/2009;377.25;13306;377.25
11/12/2009;389.25;12518;389.25
14/12/2009;392;94622;392
15/12/2009;407.5;87687;407.5
16/12/2009;410.25;95967;410.25
17/12/2009;397;107646;397
18/12/2009;397.75;82084;397.75
21/12/2009;400;73421;400
22/12/2009;398.75;63154;398.75
23/12/2009;404.75;47989;404.75
24/12/2009;408.5;23834;408.5
28/12/2009;416;75665;416
29/12/2009;417;68013;417
30/12/2009;413.75;81483;413.75
31/12/2009;414.5;56667;414.5
04/01/2010;418.5;140553;418.5
05/01/2010;418.75;80967;418.75
06/01/2010;421.75;96453;421.75
07/01/2010;417.5;137395;417.5
08/01/2010;423;137395;423
11/01/2010;422.5;137395;422.5
12/01/2010;392.5;137395;392.5
13/01/2010;384;301566;384
14/01/2010;381;150818;381
15/01/2010;371.5;164273;371.5
19/01/2010;369.25;125418;369.25
20/01/2010;368;117028;368
21/01/2010;372;117638;372
22/01/2010;364.75;116246;364.75
25/01/2010;367.75;83425;367.75
26/01/2010;362.25;106613;362.25
27/01/2010;358.25;86413;358.25
28/01/2010;361.75;104224;361.75
29/01/2010;356.5;131890;356.5
01/02/2010;359;112634;359
02/02/2010;365;146992;365
03/02/2010;353;171750;353
04/02/2010;354;163425;354
05/02/2010;351.5;164659;351.5
08/02/2010;356;148576;356
09/02/2010;358.5;196600;358.5
10/02/2010;361.75;169470;361.75
11/02/2010;363.25;134275;363.25
12/02/2010;361.5;101557;361.5
16/02/2010;367.25;126169;367.25
17/02/2010;360;86665;360
18/02/2010;357.25;98889;357.25
19/02/2010;360;97358;360
22/02/2010;371.5;192526;371.5
23/02/2010;367.75;113231;367.75
24/02/2010;375.25;73542;375.25
25/02/2010;372.25;77961;372.25
26/02/2010;378;47785;378
01/03/2010;370.75;32859;370.75
02/03/2010;370.5;28409;370.5
03/03/2010;375.75;24319;375.75
04/03/2010;372;20347;372
05/03/2010;364.75;16347;364.75
08/03/2010;364.5;11798;364.5
09/03/2010;358.75;11569;358.75
10/03/2010;355.5;6883;355.5
11/03/2010;355.5;4818;355.5
12/03/2010;354;71322;354
15/03/2010;363.25;74189;363.25
16/03/2010;366.75;75425;366.75
17/03/2010;374;87013;374
18/03/2010;376;83044;376
19/03/2010;374.5;58909;374.5
22/03/2010;370.75;73826;370.75
23/03/2010;362.75;104624;362.75
24/03/2010;365;77811;365
25/03/2010;355;102042;355
26/03/2010;356.25;67136;356.25
29/03/2010;357;89062;357
30/03/2010;354.5;134295;354.5
31/03/2010;345;126262;345
01/04/2010;344.5;589;344.5
05/04/2010;345.75;79432;345.75
06/04/2010;346.5;89924;346.5
07/04/2010;356.5;186180;356.5
08/04/2010;348.25;146831;348.25
09/04/2010;345.75;112702;345.75
12/04/2010;348.25;138115;348.25
13/04/2010;352.5;183842;352.5
14/04/2010;358;223855;358
15/04/2010;363.25;115369;363.25
16/04/2010;364;109384;364
19/04/2010;347.75;107934;347.75
20/04/2010;355.5;96888;355.5
21/04/2010;359.25;104079;359.25
22/04/2010;362.25;73359;362.25
23/04/2010;353;98676;353
26/04/2010;352.25;92137;352.25
27/04/2010;347.5;85029;347.5
28/04/2010;357;71517;357
29/04/2010;360.5;78456;360.5
30/04/2010;366.25;26530;366.25
03/05/2010;362.75;17483;362.75
04/05/2010;360;16371;360
05/05/2010;364.75;14167;364.75
06/05/2010;364;10329;364
07/05/2010;364.75;5188;364.75
10/05/2010;363;4549;363
11/05/2010;369.75;1923;369.75
12/05/2010;371.75;3604;371.75
13/05/2010;366.5;1326;366.5
14/05/2010;356.75;127487;356.75
17/05/2010;356;112705;356
18/05/2010;359.75;104868;359.75
19/05/2010;359.25;115468;359.25
20/05/2010;362;112279;362
21/05/2010;369;147199;369
24/05/2010;371;96250;371
25/05/2010;364.25;122528;364.25
26/05/2010;371.5;97015;371.5
27/05/2010;373.25;97272;373.25
28/05/2010;359;150749;359
01/06/2010;354;137372;354
02/06/2010;348.5;127867;348.5
03/06/2010;349.5;141195;349.5
04/06/2010;340;139239;340
07/06/2010;335.75;140946;335.75
08/06/2010;337.25;171038;337.25
09/06/2010;338.25;144352;338.25
10/06/2010;343.25;161773;343.25
11/06/2010;349.5;106329;349.5
14/06/2010;353.75;112712;353.75
15/06/2010;353.75;99101;353.75
16/06/2010;356.25;117993;356.25
17/06/2010;357.5;101835;357.5
18/06/2010;360.75;116128;360.75
21/06/2010;355;149983;355
22/06/2010;351.5;106443;351.5
23/06/2010;346.5;100134;346.5
24/06/2010;344.75;125609;344.75
25/06/2010;340.5;102191;340.5
28/06/2010;333.75;123243;333.75
29/06/2010;325;116715;325
30/06/2010;354.25;65209;354.25
01/07/2010;365.5;17351;365.5
02/07/2010;364;19278;364
06/07/2010;360;17886;360
07/07/2010;370.75;8953;370.75
08/07/2010;377.5;7471;377.5
09/07/2010;375.25;7015;375.25
12/07/2010;371.25;6507;371.25
13/07/2010;366.75;4930;366.75
14/07/2010;375.25;70640;375.25
15/07/2010;392.5;87390;392.5
16/07/2010;394.75;69731;394.75
19/07/2010;381.5;72718;381.5
20/07/2010;374;64362;374
21/07/2010;379.75;47803;379.75
22/07/2010;376.5;68229;376.5
23/07/2010;371.25;58696;371.25
26/07/2010;364;75192;364
27/07/2010;362.75;48460;362.75
28/07/2010;376.25;75851;376.25
29/07/2010;379.25;76118;379.25
30/07/2010;392.75;91621;392.75
02/08/2010;390.5;96441;390.5
03/08/2010;389.5;58900;389.5
04/08/2010;400.25;69440;400.25
05/08/2010;403.5;136368;403.5
06/08/2010;405;99928;405
09/08/2010;403;97009;403
10/08/2010;393.5;92894;393.5
11/08/2010;395.5;115740;395.5
12/08/2010;406.25;135452;406.25
13/08/2010;411.75;59859;411.75
16/08/2010;407.25;51487;407.25
17/08/2010;414.75;87596;414.75
18/08/2010;418.5;72344;418.5
19/08/2010;414.25;62710;414.25
20/08/2010;421.25;57238;421.25
23/08/2010;417.25;57138;417.25
24/08/2010;405.25;90835;405.25
25/08/2010;404.75;48914;404.75
26/08/2010;416.5;78744;416.5
27/08/2010;421;79140;421
30/08/2010;425.5;104483;425.5
31/08/2010;424.5;52358;424.5
01/09/2010;432.25;23058;432.25
02/09/2010;433;22155;433
03/09/2010;449.75;22227;449.75
07/09/2010;451.5;16446;451.5
08/09/2010;447.5;12495;447.5
09/09/2010;456.25;10735;456.25
10/09/2010;464;9982;464
13/09/2010;469.25;7972;469.25
14/09/2010;478;206323;478
15/09/2010;495.25;154188;495.25
16/09/2010;496;161285;496
17/09/2010;513.25;263306;513.25
20/09/2010;508.25;228169;508.25
21/09/2010;505.25;187400;505.25
22/09/2010;505;187576;505
23/09/2010;499.25;192998;499.25
24/09/2010;521.75;201964;521.75
27/09/2010;512.75;176759;512.75
28/09/2010;500;151856;500
29/09/2010;505;209526;505
30/09/2010;495.75;307752;495.75
01/10/2010;465.75;304420;465.75
04/10/2010;471.5;217559;471.5
05/10/2010;491;213718;491
06/10/2010;488.5;136692;488.5
07/10/2010;498.25;205680;498.25
08/10/2010;528.25;85717;528.25
11/10/2010;555.75;275238;555.75
12/10/2010;579;284555;579
13/10/2010;569.25;247192;569.25
14/10/2010;567.25;189203;567.25
15/10/2010;563;160433;563
18/10/2010;557.25;146179;557.25
19/10/2010;546;232701;546
20/10/2010;573.5;222193;573.5
21/10/2010;564.25;187133;564.25
22/10/2010;560;142067;560
25/10/2010;568.75;149493;568.75
26/10/2010;571;173453;571
27/10/2010;577.25;176337;577.25
28/10/2010;579;187624;579
29/10/2010;582;130063;582
01/11/2010;577.25;163197;577.25
02/11/2010;575.75;178280;575.75
03/11/2010;581;203281;581
04/11/2010;590;193299;590
05/11/2010;587.75;193299;587.75
08/11/2010;585.25;181957;585.25
09/11/2010;576.25;368624;576.25
10/11/2010;566.75;234149;566.75
11/11/2010;564;240557;564
12/11/2010;534;270071;534
15/11/2010;555.5;209834;555.5
16/11/2010;526.5;265132;526.5
17/11/2010;525.75;239339;525.75
18/11/2010;541.75;152125;541.75
19/11/2010;520.75;197574;520.75
22/11/2010;515.25;215864;515.25
23/11/2010;528.5;216145;528.5
24/11/2010;538.75;145624;538.75
26/11/2010;538.25;91560;538.25
29/11/2010;538.25;173312;538.25
30/11/2010;530;57505;530
01/12/2010;551.75;49513;551.75
02/12/2010;540.75;36142;540.75
03/12/2010;559;23743;559
06/12/2010;553.75;24310;553.75
07/12/2010;547.25;18136;547.25
08/12/2010;559.5;14866;559.5
09/12/2010;560.25;12495;560.25
10/12/2010;560.25;11105;560.25
13/12/2010;575.25;5973;575.25
14/12/2010;574.5;103096;574.5
15/12/2010;584.25;128396;584.25
16/12/2010;587.5;87439;587.5
17/12/2010;596.5;113487;596.5
20/12/2010;599.5;93069;599.5
21/12/2010;602.25;75074;602.25
22/12/2010;609;101209;609
23/12/2010;614;86297;614
27/12/2010;615.25;62225;615.25
28/12/2010;623.25;82057;623.25
29/12/2010;624;72854;624
30/12/2010;616;94981;616
31/12/2010;629;69508;629
03/01/2011;620.5;122199;620.5
04/01/2011;608.5;177112;608.5
05/01/2011;619.25;164318;619.25
06/01/2011;602;178708;602
07/01/2011;595;164232;595
10/01/2011;607;165455;607
11/01/2011;607;146506;607
12/01/2011;631;214201;631
13/01/2011;642.5;199502;642.5
14/01/2011;648.75;159213;648.75
18/01/2011;659.5;171361;659.5
19/01/2011;641.25;225524;641.25
20/01/2011;654;198694;654
21/01/2011;657.25;181672;657.25
24/01/2011;655.25;129965;655.25
25/01/2011;644;169909;644
26/01/2011;657.75;145601;657.75
27/01/2011;650.75;144411;650.75
28/01/2011;644;149126;644
31/01/2011;659.5;143660;659.5
01/02/2011;666;136793;666
02/02/2011;669.25;135553;669.25
03/02/2011;662.5;155387;662.5
04/02/2011;678.5;144574;678.5
07/02/2011;674.75;182660;674.75
08/02/2011;673.75;147470;673.75
09/02/2011;698;231721;698
10/02/2011;698.5;224737;698.5
11/02/2011;706.5;179714;706.5
14/02/2011;695.75;156566;695.75
15/02/2011;690.5;218422;690.5
16/02/2011;690.5;165499;690.5
17/02/2011;712.75;121105;712.75
18/02/2011;709.75;156484;709.75
22/02/2011;679.75;176836;679.75
23/02/2011;691.5;194778;691.5
24/02/2011;685.75;147134;685.75
25/02/2011;712;137423;712
28/02/2011;722.5;39229;722.5
01/03/2011;727.25;28952;727.25
02/03/2011;714;18565;714
03/03/2011;729.75;8537;729.75
04/03/2011;721.25;9568;721.25
07/03/2011;710.75;5401;710.75
08/03/2011;698.75;4674;698.75
09/03/2011;695;3446;695
10/03/2011;676.25;2715;676.25
11/03/2011;659.25;1486;659.25
14/03/2011;664;140715;664
15/03/2011;636;189088;636
16/03/2011;616.5;283674;616.5
17/03/2011;646.5;118749;646.5
18/03/2011;683.5;248242;683.5
21/03/2011;686.5;141444;686.5
22/03/2011;686.75;129106;686.75
23/03/2011;681;116369;681
24/03/2011;702.5;213013;702.5
25/03/2011;689.5;204084;689.5
28/03/2011;671;152408;671
29/03/2011;671.75;149177;671.75
30/03/2011;663.25;147177;663.25
31/03/2011;693.25;64247;693.25
01/04/2011;736;224259;736
04/04/2011;760.25;196929;760.25
05/04/2011;766.75;165996;766.75
06/04/2011;763;139675;763
07/04/2011;759;192597;759
08/04/2011;768;240918;768
11/04/2011;776;166109;776
12/04/2011;752.5;216651;752.5
13/04/2011;755.5;207989;755.5
14/04/2011;754.25;158742;754.25
15/04/2011;742;164728;742
18/04/2011;751.75;196248;751.75
19/04/2011;749;113079;749
20/04/2011;732.75;118858;732.75
21/04/2011;737.25;110024;737.25
25/04/2011;762.5;144141;762.5
26/04/2011;766.25;158025;766.25
27/04/2011;752.25;160696;752.25
28/04/2011;723;161817;723
29/04/2011;754;55921;754
02/05/2011;730.75;22670;730.75
03/05/2011;719;18933;719
04/05/2011;726.5;9003;726.5
05/05/2011;705;6901;705
06/05/2011;682.75;5524;682.75
09/05/2011;704.5;4106;704.5
10/05/2011;706;2550;706
11/05/2011;668.75;2610;668.75
12/05/2011;681.25;1574;681.25
13/05/2011;679;121024;679
16/05/2011;697.5;138184;697.5
17/05/2011;720.25;147132;720.25
18/05/2011;749.75;164860;749.75
19/05/2011;748.25;156387;748.25
20/05/2011;759.5;153228;759.5
23/05/2011;754;152056;754
24/05/2011;733.25;167096;733.25
25/05/2011;742.25;117083;742.25
26/05/2011;745.5;135062;745.5
27/05/2011;758.5;120456;758.5
31/05/2011;747.5;148538;747.5
01/06/2011;758.5;163809;758.5
02/06/2011;766.5;135173;766.5
03/06/2011;754;122238;754
06/06/2011;732;139370;732
07/06/2011;736.5;188507;736.5
08/06/2011;764;224538;764
09/06/2011;785.5;213502;785.5
10/06/2011;787;171077;787
13/06/2011;782.5;162361;782.5
14/06/2011;755.5;188439;755.5
15/06/2011;725.75;235152;725.75
16/06/2011;701.5;222258;701.5
17/06/2011;700.25;174752;700.25
20/06/2011;700.5;132757;700.5
21/06/2011;707.5;172807;707.5
22/06/2011;677.5;172359;677.5
23/06/2011;680.5;194372;680.5
24/06/2011;670;160547;670
27/06/2011;660.75;138082;660.75
28/06/2011;683;135555;683
29/06/2011;698;143359;698
30/06/2011;629;102047;629
01/07/2011;640.75;30771;640.75
05/07/2011;680.5;16278;680.5
06/07/2011;648.75;12818;648.75
