id;member_id;loan_amnt;funded_amnt;funded_amnt_inv;term;int_rate;installment;grade;sub_grade;annual_inc;verification_status;issue_d;loan_status;pymnt_plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27631726;30134862;16000;16000;15950;60 months;14.49;376.37;C;C4;68000;Not Verified;Sep-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65825964;70458776;3000;3000;3000;36 months;7.89;93.86;A;A5;141000;Source Verified;nov/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15540990;17633408;9000;9000;9000;36 months;16.59;319.05;D;D1;98000;Not Verified;May-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64320858;68790597;7225;7225;7225;36 months;12.59;242.02;C;C2;60000;Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8605358;10357465;35000;35000;35000;60 months;20.2;931.19;D;D5;300000;Verified;nov/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17795606;19928067;15600;15600;15600;36 months;7.69;486.62;A;A4;130000;Not Verified;jun/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9894584;11746735;20000;20000;20000;36 months;7.9;625.81;A;A4;70000;Verified;Dec-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
543619;701329;8000;8000;8000;36 months;7.51;248.89;A;A4;77000;Not Verified;jul/10;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2380700;2843327;10000;10000;10000;36 months;16.29;353.01;C;C4;57000;Not Verified;Dec-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20959552;23242392;5000;5000;5000;36 months;18.24;181.37;D;D5;40000;Not Verified;jul/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57743104;61495842;16000;16000;16000;60 months;10.99;347.8;B;B4;42300;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63917130;68347842;5200;5200;5200;36 months;7.26;161.18;A;A4;92000;Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38480348;41274304;21000;21000;21000;36 months;16.49;743.39;D;D3;115972;Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61393540;65512406;25000;25000;25000;36 months;11.53;824.76;B;B5;65000;Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19916851;22139607;18000;18000;18000;60 months;17.57;452.89;D;D4;42000;Source Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12528162;14540290;3550;3550;3550;36 months;13.65;120.73;C;C1;21000;Not Verified;mar/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7264617;8906765;5600;5600;5600;36 months;15.61;195.81;C;C3;52000;Verified;Sep-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61480809;65599586;10000;10000;10000;60 months;13.99;232.64;C;C4;144000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36411752;39133186;12000;12000;12000;60 months;10.49;257.87;B;B3;50000;Not Verified;Dec-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20139228;22401867;12000;12000;12000;60 months;14.99;285.42;C;C5;101000;Source Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21290880;23593725;15000;15000;14975;36 months;11.67;495.86;B;B4;130000;Not Verified;jul/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390228;425084;7200;7200;6249.66;36 months;13.47;244.25;C;C4;88500;Verified;Apr-2009;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45584424;48692141;35000;35000;35000;60 months;10.99;760.82;B;B4;90000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17755019;19887503;10000;10000;10000;60 months;17.57;251.61;D;D4;62000;Source Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23413261;25766173;25000;25000;25000;36 months;10.99;818.35;B;B3;140000;Source Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15490914;17563277;9850;9850;9850;36 months;16.59;349.18;D;D1;35325;Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1254285;1496493;7400;7400;7400;36 months;7.9;231.55;A;A4;48900;Source Verified;May-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
875004;1089496;17475;17475;17425;60 months;10.99;379.87;B;B3;76900;Verified;Sep-2011;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24274579;26677511;2500;2500;2500;36 months;22.15;95.68;E;E5;50000;Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51006600;54396359;30000;30000;30000;60 months;13.99;697.9;C;C4;125000;Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11458143;13390298;8000;8000;8000;36 months;14.98;277.25;C;C3;95000;Source Verified;Feb-2014;In Grace Period;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5125832;6448217;20000;20000;20000;60 months;8.9;414.2;A;A5;96000;Verified;jul/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37802077;40565178;7000;7000;7000;36 months;7.49;217.72;A;A4;93000;Not Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57327243;61030065;23500;23500;23500;60 months;16.99;583.91;D;D3;125000;Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41059894;43935655;19500;19500;19500;36 months;11.53;643.32;B;B5;84000;Not Verified;Feb-2015;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64978360;69505110;13000;13000;13000;60 months;10.99;282.59;B;B4;32248;Not Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58683523;62524277;18750;18750;18750;36 months;13.99;640.74;C;C4;62000;Not Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4290736;5483410;8000;8000;8000;36 months;14.09;273.78;B;B5;40000;Not Verified;Apr-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40919379;43795105;10000;10000;10000;36 months;7.89;312.86;A;A5;40000;Not Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65029207;69555989;30000;30000;29925;36 months;12.59;1004.91;C;C2;93000;Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7096004;8758144;8000;8000;8000;36 months;13.68;272.18;C;C1;90000;Verified;Sep-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42285591;45252402;21000;21000;21000;36 months;13.99;717.63;C;C4;120000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7388784;9050787;12000;12000;12000;36 months;15.61;419.58;C;C3;56000;Not Verified;Sep-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65914238;70598953;31000;31000;31000;60 months;14.48;729.06;C;C5;90000;Source Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46833088;49980838;21075;21075;21075;60 months;12.69;476.19;C;C2;73000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21221678;23524453;11000;11000;11000;36 months;6.49;337.09;A;A2;70000;Not Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62855006;67169731;15000;15000;15000;60 months;15.61;361.67;D;D1;48000;Not Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10557733;12439702;3000;3000;3000;36 months;17.57;107.82;D;D2;60000;Source Verified;jan/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44915714;48003458;22200;22200;22200;36 months;9.99;716.23;B;B3;78000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23083224;25436106;16000;16000;16000;36 months;7.12;494.92;A;A3;200000;Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67289213;72090990;10000;10000;10000;36 months;9.76;321.55;B;B3;54000;Source Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9746670;11598448;19200;19200;19200;36 months;10.99;628.5;B;B2;105000;Not Verified;Dec-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349608;351265;7200;6250;1400.246;36 months;12.22;208.25;C;C4;42000;Not Verified;Sep-2008;Does not meet the credit policy. Status:Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66610322;71336041;21000;21000;21000;60 months;13.18;479.76;C;C3;183000;Not Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1595886;1866381;20000;20000;20000;36 months;11.14;656.11;B;B2;100000;Not Verified;Oct-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3635144;4587326;6975;6975;6975;36 months;18.75;254.8;D;D3;25000;Not Verified;mar/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38419356;41203308;24000;24000;24000;60 months;15.59;578.42;D;D1;108000;Source Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9715410;11567516;15250;15250;15250;60 months;20.5;408.29;E;E1;78000;Verified;Dec-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9726377;11578163;31000;31000;31000;60 months;18.25;791.42;D;D3;75700;Source Verified;Dec-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621152;796081;5000;5000;4950;36 months;5.42;150.8;A;A1;42000;Source Verified;nov/10;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23213635;25566455;6000;6000;6000;36 months;16.99;213.89;D;D3;31500;Not Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18685424;20858040;11950;11950;11950;36 months;10.15;386.44;B;B2;65000;Not Verified;Sep-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65782663;70415407;9600;9600;9600;36 months;5.32;289.11;A;A1;65000;Not Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57304429;61007148;9000;9000;9000;36 months;6.24;274.78;A;A2;85351;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20770003;23042671;20000;20000;20000;36 months;9.17;637.58;B;B1;75000;Source Verified;jul/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8865120;10657219;20000;20000;20000;36 months;12.99;673.79;B;B4;45000;Verified;Dec-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58664359;62505141;18250;18250;18250;60 months;17.57;459.18;D;D4;80000;Source Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1454540;1708725;27000;27000;27000;36 months;11.14;885.74;B;B2;315000;Source Verified;Aug-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42404539;45371311;32000;32000;31975;60 months;18.25;816.95;E;E1;180000;Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60952405;64994190;4500;4500;4500;36 months;16.55;159.44;D;D2;25000;Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61339308;65458047;4000;4000;4000;36 months;14.65;137.98;C;C5;34000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7367648;9029691;9000;9000;9000;36 months;10.99;294.61;B;B2;63000;Source Verified;Sep-2013;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11215938;13128112;10000;10000;10000;60 months;14.98;237.8;C;C3;35000;Verified;jan/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41207320;44114081;20000;20000;20000;60 months;17.57;503.21;D;D4;130000;Source Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23553299;25926244;12000;12000;12000;36 months;13.35;406.36;C;C2;53000;Not Verified;Aug-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1681376;1963970;13500;13500;13500;36 months;14.33;463.57;C;C1;50000;Verified;nov/12;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7617266;9299304;24000;24000;23950;60 months;9.99;509.82;B;B1;160000;Verified;Oct-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30485630;33038798;8000;8000;8000;36 months;10.15;258.71;B;B2;25500;Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10604792;12476925;16000;16000;16000;60 months;17.57;402.57;D;D2;44000;Verified;jan/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46044414;49152127;9950;9950;9950;36 months;16.99;354.7;D;D3;25000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63094909;67430637;17075;17075;17075;60 months;14.65;403.09;C;C5;46651.94;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59189668;63077394;24000;24000;24000;60 months;8.18;488.71;B;B1;160000;Not Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10106916;11958949;8400;8400;8400;36 months;13.98;287.02;C;C1;54000;Source Verified;jan/14;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52058386;55488155;2000;2000;2000;36 months;12.69;67.09;C;C2;62000;Not Verified;jun/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17763104;19895652;16675;16675;16675;36 months;10.99;545.84;B;B3;38000;Not Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6396213;7928278;28200;28200;28125;60 months;11.55;620.9;B;B3;64000;Verified;Aug-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8981232;10782750;11500;11500;11500;36 months;10.99;376.45;B;B2;33000;Source Verified;nov/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48070364;51310080;6500;6500;6500;36 months;11.53;214.44;B;B5;60000;Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10615808;10779754;4950;4950;4950;36 months;20.5;185.23;E;E1;43572;Verified;jan/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11956507;13948659;16000;16000;16000;60 months;15.31;383.25;C;C4;50000;Not Verified;Feb-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38444903;41228662;22000;22000;22000;60 months;19.24;573.61;E;E2;73000;Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60216940;64193715;4000;4000;4000;36 months;13.33;135.42;C;C3;42000;Not Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58310439;62129167;17000;17000;17000;36 months;10.99;556.48;B;B4;85000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10099562;11951167;12000;12000;11975;36 months;10.99;392.81;B;B2;405000;Verified;jan/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7504691;9166830;12250;12250;12250;36 months;15.61;428.32;C;C3;35800;Verified;Oct-2013;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17533228;19655764;20000;20000;19900;36 months;7.12;618.64;A;A3;83000;Source Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62236540;66433307;18900;18900;18900;60 months;18.55;485.61;E;E2;65000;Source Verified;Oct-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38626163;41409962;5000;5000;5000;36 months;8.67;158.24;B;B1;35000;Source Verified;jan/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55657128;59298840;14950;14950;14900;60 months;10.99;324.98;B;B4;35000;Not Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7728107;9429714;18975;18975;18975;36 months;12.99;639.26;B;B4;43000;Source Verified;Oct-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42415348;45382129;9000;9000;9000;36 months;7.89;281.58;A;A5;110000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42454693;45421471;12000;12000;12000;60 months;14.65;283.28;C;C5;69300;Source Verified;mar/15;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4777573;6049871;17600;17600;17600;36 months;6.62;540.39;A;A2;54000;Verified;May-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23834164;26207004;35000;35000;35000;36 months;14.99;1213.12;C;C5;120000;Source Verified;Aug-2014;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25157042;27599860;15000;15000;15000;36 months;10.15;485.07;B;B2;83250;Verified;Sep-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1339435;1583788;25000;25000;25000;60 months;23.83;716.74;F;F5;75000;Source Verified;Aug-2012;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50587486;53967285;15600;15600;15600;36 months;7.89;488.06;A;A5;50000;Not Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55998961;59660713;35000;35000;34925;36 months;16.55;1240.03;D;D2;91000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32950014;35603258;35000;35000;35000;60 months;12.99;796.18;C;C1;112462;Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28422748;30945881;7950;7950;7950;36 months;14.99;275.56;C;C5;20000;Not Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
492346;629628;1000;1000;1000;36 months;9.88;32.22;B;B1;36000;Not Verified;mar/10;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50607472;53987267;24000;24000;24000;36 months;5.32;722.76;A;A1;125000;Source Verified;jun/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11335041;13247203;15000;15000;14975;36 months;12.85;504.33;B;B4;43000;Not Verified;jan/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4254623;5426779;17000;17000;17000;36 months;13.11;573.7;B;B4;55000;Source Verified;Apr-2013;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65058537;69595288;20000;20000;20000;36 months;9.99;645.25;B;B3;56000;Source Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5375256;6727448;15000;15000;15000;36 months;16.29;529.51;C;C4;50000;Not Verified;jun/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5646680;7028937;24250;24250;24250;60 months;16.29;593.46;C;C4;54000;Verified;jun/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44430975;47478755;12000;12000;12000;36 months;15.61;419.58;D;D1;45000;Not Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4054992;5187192;24000;24000;24000;60 months;19.72;632.12;D;D5;95000;Verified;Apr-2013;In Grace Period;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55253292;58834191;20000;20000;20000;36 months;13.33;677.07;C;C3;97000;Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68375791;73265590;8000;8000;8000;36 months;12.88;269.09;C;C2;55000;Source Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16822421;18944970;24000;24000;24000;36 months;11.67;793.37;B;B4;230000;Source Verified;May-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64978226;69504976;14500;14500;14500;60 months;14.48;341.01;C;C5;120000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59859214;63802926;21300;21300;21275;60 months;16.99;529.25;D;D3;90000;Not Verified;Sep-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65424555;70011351;19200;19200;19200;60 months;13.67;443.48;C;C4;40000;Not Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10112206;11963527;15000;15000;15000;60 months;13.98;348.87;C;C1;75000;Source Verified;jan/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6908772;8550726;9600;9600;9600;36 months;12.35;320.47;B;B4;52000;Source Verified;Sep-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67879649;72738386;3200;3200;3200;36 months;11.99;106.28;C;C1;39000;Source Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4794842;6037005;14100;14100;14050;36 months;12.12;469.14;B;B3;46150;Verified;May-2013;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31227479;33800723;20000;20000;20000;36 months;10.15;646.76;B;B2;92000;Source Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17423361;19545888;18000;18000;18000;60 months;15.61;434.01;D;D1;176000;Source Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64049774;68480545;19200;19200;18850;36 months;12.59;643.14;C;C2;60000;Source Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58624386;62465167;35000;35000;35000;60 months;14.65;826.24;C;C5;95000;Verified;Sep-2015;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14829134;16901574;14000;14000;14000;60 months;15.61;337.56;C;C5;68000;Not Verified;Apr-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50233873;53612611;16000;16000;16000;36 months;13.99;546.77;C;C4;70000;Source Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44389635;47457363;23000;23000;23000;36 months;11.53;758.78;B;B5;75000;Source Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29684724;32217957;12000;12000;12000;60 months;20.2;319.27;E;E3;135000;Verified;Oct-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452267;557975;25000;25000;24624.058;36 months;12.87;840.83;C;C1;46000;Verified;nov/09;Does not meet the credit policy. Status:Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43044890;46041631;10000;10000;10000;36 months;9.17;318.79;B;B2;112000;Verified;mar/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55942742;59604601;9000;9000;9000;36 months;7.89;281.58;A;A5;115000;Source Verified;jul/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19516366;21729130;4800;4800;4800;36 months;12.99;161.71;C;C1;38000;Not Verified;jun/14;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34443897;37107279;35000;35000;35000;60 months;13.66;808.24;C;C3;120000;Verified;nov/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57135665;60838438;15050;15050;15050;36 months;7.89;470.85;A;A5;64000;Source Verified;Aug-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34392172;37055459;8000;8000;8000;36 months;11.99;265.68;B;B5;50949;Not Verified;nov/14;In Grace Period;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17352839;19475391;6000;6000;6000;36 months;11.67;198.35;B;B4;49280;Not Verified;May-2014;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12896521;14918647;14875;14875;14875;36 months;14.64;513.03;C;C3;80000;Verified;mar/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40451807;43316596;30000;30000;30000;60 months;17.14;747.84;D;D4;67000;Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43255228;46261943;23075;23075;23075;60 months;17.57;580.57;D;D4;80000;Verified;Apr-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40372428;43237235;19500;19500;19500;36 months;15.61;681.82;D;D1;70000;Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8568706;10320417;13700;13700;13700;36 months;23.1;531.04;E;E4;117441;Verified;nov/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68364520;73254287;3500;3500;3500;36 months;16.59;124.08;D;D2;60000;Verified;Dec-2015;Issued;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3486848;4369286;8800;8800;8800;36 months;11.14;288.69;B;B2;60000;Not Verified;mar/13;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40991148;43866974;8375;8375;8375;36 months;14.65;288.89;C;C5;20000;Not Verified;Feb-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19196658;21399357;25000;25000;25000;60 months;14.49;588.08;C;C4;80000;Source Verified;jun/14;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8658538;10430408;5000;5000;5000;36 months;11.99;166.05;B;B3;65000;Not Verified;nov/13;Fully Paid;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65885614;70580354;21000;21000;21000;60 months;13.18;479.76;C;C3;50000;Not Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38352455;41136221;5000;5000;5000;36 months;8.67;158.24;B;B1;58300;Source Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65674149;70306917;22000;22000;22000;36 months;6.24;671.68;A;A2;150000;Verified;Dec-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1029473;1258841;33425;20675;19010.821;60 months;13.49;475.63;C;C1;75000;Source Verified;Dec-2011;Charged Off;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39290483;42094243;12000;12000;12000;36 months;12.39;400.82;C;C1;80000;Source Verified;jan/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47420355;50649075;35000;35000;35000;60 months;12.29;783.7;C;C1;120000;Verified;May-2015;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65364529;69951314;5000;5000;5000;36 months;9.99;161.32;B;B3;21900;Source Verified;nov/15;Current;n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
