X.1;X;InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country
93853;98137;544670;22327;ROUND SNACK BOXES SET OF 4 SKULLS;2;2/22/11 15:22;2.95;16161;United Kingdom
92977;97199;544599;16237;SLEEPING CAT ERASERS;5;2/21/11 18:15;0.42;NA;United Kingdom
8509;8835;537153;22818;CARD CHRISTMAS VILLAGE;48;12/05/2010 13:03;0.42;16718;United Kingdom
14720;15217;537638;21914;BLUE HARMONICA IN BOX;1;12/07/2010 15:28;2.51;NA;United Kingdom
3019;3120;536600;71053;WHITE METAL LANTERN;6;12/02/2010 08:32;3.39;17850;United Kingdom
87773;91704;544115;21080;SET/20 RED RETROSPOT PAPER NAPKINS;12;2/16/11 11:45;0.85;12727;France
60861;63303;541564;21864;UNION JACK FLAG PASSPORT COVER;2;1/19/11 11:38;2.10;16904;United Kingdom
56735;59108;541270;20750;RED RETROSPOT MINI CASES;1;1/17/11 11:09;7.95;14976;United Kingdom
92127;96298;544484;21164;HOME SWEET HOME METAL SIGN;6;2/21/11 11:10;2.95;15321;United Kingdom
24039;24882;538349;90082D;DIAMANTE BOW BROOCH BLACK COLOUR;2;12/10/2010 14:59;6.79;NA;United Kingdom
74500;77663;542777;22136;LOVE HEART SOCK HANGER;12;02/01/2011 08:31;1.65;14911;EIRE
62963;65495;541695;85095;THREE CANVAS LUGGAGE TAGS;2;1/20/11 18:01;1.25;NA;United Kingdom
76832;80113;543021;22931;BAKING MOULD HEART WHITE CHOCOLATE;6;02/02/2011 14:36;2.55;15421;United Kingdom
57464;59851;541413;21165;BEWARE OF THE CAT METAL SIGN;4;1/17/11 16:14;1.69;13859;United Kingdom
1521;1579;536544;22432;WATERING CAN PINK BUNNY;1;12/01/2010 14:32;4.21;NA;United Kingdom
90212;94201;544337;21080;SET/20 RED RETROSPOT PAPER NAPKINS;12;2/18/11 8:34;0.85;13425;United Kingdom
20010;20714;538071;20777;CHRYSANTHEMUM NOTEBOOK;1;12/09/2010 14:09;3.36;NA;United Kingdom
60260;62694;541511;22261;FELT EGG COSY WHITE RABBIT;1;1/18/11 16:45;0.85;17576;United Kingdom
81505;84979;543452;22219;LOVEBIRD HANGING DECORATION WHITE;12;02/08/2011 12:14;0.85;16037;United Kingdom
86395;90257;543990;22730;ALARM CLOCK BAKELIKE IVORY;4;2/15/11 9:59;3.75;15122;United Kingdom
71162;74081;542399;22414;DOORMAT NEIGHBOURHOOD WITCH;2;1/27/11 15:38;7.95;15549;United Kingdom
13943;14404;537538;22295;HEART FILIGREE DOVE LARGE;12;12/07/2010 11:49;1.65;15353;United Kingdom
54030;56259;541103;22701;PINK DOG BOWL;6;1/13/11 14:24;2.95;14215;United Kingdom
26808;27758;538566;22679;FRENCH BLUE METAL DOOR SIGN 4;1;12/13/10 11:21;2.51;NA;United Kingdom
19733;20408;538049;20970;PINK FLORAL FELTCRAFT SHOULDER BAG;1;12/09/2010 13:21;3.75;12748;United Kingdom
7236;7547;537045;22295;HEART FILIGREE DOVE LARGE;1;12/05/2010 10:54;1.65;15038;United Kingdom
65888;68583;541870;22900;SET 2 TEA TOWELS I LOVE LONDON;1;1/24/11 9:39;5.79;NA;United Kingdom
24769;25682;538379;22326;ROUND SNACK BOXES SET OF4 WOODLAND;1;12/12/2010 11:26;2.95;17126;United Kingdom
56598;58971;541266;21754;HOME BUILDING BLOCK WORD;1;1/16/11 16:25;5.95;15673;United Kingdom
54386;56615;541104;22819;BIRTHDAY CARD, RETRO SPOT;13;1/13/11 14:29;0.42;NA;United Kingdom
39514;41090;539750;21329;DINOSAURS  WRITING SET;7;12/21/10 15:40;3.36;NA;United Kingdom
91889;95960;544468;82482;WOODEN PICTURE FRAME WHITE FINISH;6;2/21/11 8:33;2.55;NA;EIRE
88838;92796;544205;22677;FRENCH BLUE METAL DOOR SIGN 2;1;2/17/11 10:31;2.46;NA;United Kingdom
3935;4067;536746;22768;FAMILY PHOTO FRAME CORNICE;2;12/02/2010 13:39;9.95;16510;United Kingdom
57904;60296;541421;84931A;PINK SCOTTIE DOG W FLOWER PATTERN;2;1/17/11 17:44;1.63;NA;United Kingdom
61312;63792;541592;90003E;GREEN PAIR HEART HAIR SLIDES;1;1/19/11 15:08;3.73;NA;United Kingdom
48427;50463;540551;22345;PARTY PIZZA DISH BLUE POLKADOT;17;01/10/2011 09:43;0.43;NA;United Kingdom
48466;50502;540551;22584;PACK OF 6 PANNETONE GIFT BOXES;1;01/10/2011 09:43;5.06;NA;United Kingdom
70488;73362;542344;35653;VINTAGE BEAD NOTEBOOK;1;1/27/11 11:30;5.79;NA;United Kingdom
29488;30595;538877;21215;IVORY PAPER CUP CAKE CASES;2;12/14/10 15:29;2.13;NA;United Kingdom
80179;83589;543342;82581;TOILET METAL SIGN;12;02/07/2011 12:27;0.55;17162;United Kingdom
93210;97439;544634;72800E;4 IVORY DINNER CANDLES SILVER FLOCK;1;2/22/11 11:02;2.55;17994;United Kingdom
66982;69702;541977;21928;JUMBO BAG SCANDINAVIAN PAISLEY;10;1/24/11 14:44;1.95;15078;United Kingdom
57971;60363;541421;90018A;SILVER M.O.P ORBIT DROP EARRINGS;1;1/17/11 17:44;4.15;NA;United Kingdom
26499;27449;538558;22467;GUMBALL COAT RACK;1;12/13/10 10:58;2.55;13069;United Kingdom
49849;51923;540681;21773;DECORATIVE ROSE BATHROOM BOTTLE;4;01/10/2011 16:25;1.28;NA;United Kingdom
59799;62225;541497;20711;JUMBO BAG TOYS;1;1/18/11 15:19;4.13;NA;United Kingdom
18764;19386;537855;22111;SCOTTIE DOG HOT WATER BOTTLE;2;12/08/2010 15:59;4.95;15996;United Kingdom
13159;13590;537434;22489;PACK OF 12 TRADITIONAL CRAYONS;1;12/06/2010 16:57;0.85;NA;United Kingdom
1546;1604;536544;22549;PICTURE DOMINOES;1;12/01/2010 14:32;3.36;NA;United Kingdom
34682;36049;539437;71053;WHITE METAL LANTERN;1;12/17/10 14:54;8.47;NA;United Kingdom
55576;57882;541219;85103;SILVER T-LIGHT SETTING;3;1/14/11 14:06;5.79;NA;United Kingdom
38640;40163;539728;22675;FRENCH KITCHEN SIGN BLUE METAL;12;12/21/10 14:26;1.25;16270;United Kingdom
7392;7704;537051;20936;FORKED CACTUS CANDLE;6;12/05/2010 11:12;2.95;15708;United Kingdom
70797;73700;542373;21985;PACK OF 12 HEARTS DESIGN TISSUES;24;1/27/11 13:38;0.29;16767;United Kingdom
68832;71657;542192;84378;SET OF 3 HEART COOKIE CUTTERS;3;1/26/11 11:27;1.25;14049;United Kingdom
29118;30200;538852;22666;RECIPE BOX PANTRY YELLOW DESIGN;1;12/14/10 13:33;2.95;17372;United Kingdom
42379;44071;540154;85202;HANGING WOOD AND FELT HEART;12;01/05/2011 11:30;0.43;NA;United Kingdom
14822;15319;537638;22364;GLASS JAR DIGESTIVE BISCUITS;1;12/07/2010 15:28;5.91;NA;United Kingdom
42700;44447;540176;22970;LONDON BUS COFFEE MUG;36;01/05/2011 12:40;2.10;17511;United Kingdom
13935;14396;537538;21704;BAG 250g SWIRLY MARBLES;12;12/07/2010 11:49;0.85;15353;United Kingdom
28849;29918;538831;21314;SMALL GLASS HEART TRINKET POT;16;12/14/10 13:02;2.10;18144;United Kingdom
42410;44102;540154;20654;FIRST CLASS LUGGAGE TAG;1;01/05/2011 11:30;0.85;NA;United Kingdom
41548;43189;540026;82613C;METAL SIGN,CUPCAKE SINGLE HOOK;14;01/04/2011 13:25;0.85;NA;United Kingdom
33578;34945;539434;21977;PACK OF 60 PINK PAISLEY CAKE CASES;1;12/17/10 14:41;1.28;NA;United Kingdom
37599;39066;539630;22988;SOLDIERS EGG CUP;36;12/20/10 14:59;1.25;17230;United Kingdom
27995;28978;538678;21928;JUMBO BAG SCANDINAVIAN PAISLEY;1;12/13/10 16:46;1.95;NA;United Kingdom
53769;55988;541012;22904;CALENDAR PAPER CUT DESIGN;3;1/13/11 11:48;2.95;17019;United Kingdom
71030;73949;542397;22906;12 MESSAGE CARDS WITH ENVELOPES;12;1/27/11 15:22;1.65;13328;United Kingdom
92096;96264;544483;84796B;BLUE SAVANNAH PICNIC HAMPER FOR 2;12;2/21/11 10:53;10.95;12524;Germany
94250;98568;544681;21993;FLORAL FOLK STATIONERY SET;1;2/22/11 16:28;2.46;NA;United Kingdom
39272;40838;539744;22813;PACK 3 BOXES BIRD PANNETONE;2;12/21/10 15:21;4.21;NA;United Kingdom
60314;62749;541516;21620;SET OF 4 ROSE BOTANICAL CANDLES;1;1/18/11 17:34;2.46;NA;United Kingdom
26883;27833;538566;72741;GRAND CHOCOLATECANDLE;6;12/13/10 11:21;2.82;NA;United Kingdom
79922;83329;543300;22300;COFFEE MUG DOG + BALL DESIGN;12;02/07/2011 11:42;2.55;13334;United Kingdom
92795;97017;544598;21320;GLASS CHALICE GREEN  LARGE;1;2/21/11 18:10;4.96;NA;United Kingdom
73213;76306;542622;22964;3 PIECE SPACEBOY COOKIE CUTTER SET;2;1/31/11 9:09;4.13;NA;United Kingdom
19695;20366;538040;21107;CREAM SLICE FLANNEL PINK SPOT;2;12/09/2010 13:08;2.95;16520;United Kingdom
22472;23248;538190;85061W;WHITE JEWELLED HEART DECORATION;10;12/10/2010 10:47;0.85;17790;United Kingdom
20488;21192;538071;72598;SET/12 TAPER CANDLES;1;12/09/2010 14:09;1.66;NA;United Kingdom
1730;1788;536544;85176;SEWING SUSAN 21 NEEDLE SET;5;12/01/2010 14:32;1.66;NA;United Kingdom
77335;80627;543044;20719;WOODLAND CHARLOTTE BAG;10;02/03/2011 08:18;0.85;17071;United Kingdom
67222;69949;541993;48111;DOORMAT 3 SMILEY CATS;1;1/25/11 9:37;14.13;NA;United Kingdom
22272;23047;538177;84509A;SET OF 4 ENGLISH ROSE PLACEMATS;2;12/10/2010 09:51;7.62;NA;United Kingdom
53957;56178;541088;21531;RED RETROSPOT SUGAR JAM BOWL;6;1/13/11 12:41;2.55;15513;United Kingdom
65260;67917;541848;22557;PLASTERS IN TIN VINTAGE PAISLEY;2;1/23/11 13:31;1.65;17611;United Kingdom
12575;12986;537405;21479;WHITE SKULL HOT WATER BOTTLE;2;12/06/2010 14:51;3.75;17841;United Kingdom
34320;35687;539437;21035;SET/2 RED RETROSPOT TEA TOWELS;1;12/17/10 14:54;5.91;NA;United Kingdom
23703;24546;538349;22279;POCKET BAG BLUE PAISLEY RED SPOT;4;12/10/2010 14:59;2.51;NA;United Kingdom
25034;25967;538437;21408;SPOTTY PINK DUCK DOORSTOP;1;12/12/2010 12:18;4.25;16010;United Kingdom
54220;56449;541104;84569D;PACK 6 HEART/ICE-CREAM PATCHES;2;1/13/11 14:29;0.83;NA;United Kingdom
979;1028;536522;22865;HAND WARMER OWL DESIGN;2;12/01/2010 12:49;2.10;15012;United Kingdom
2449;2549;536592;21356;TOAST ITS - FAIRY FLOWER;1;12/01/2010 17:06;2.51;NA;United Kingdom
91271;95335;544453;85169C;EAU DE NIL LOVE BIRD CANDLE;2;2/20/11 13:06;1.25;17214;United Kingdom
85091;88835;543820;21108;FAIRY CAKE FLANNEL ASSORTED COLOUR;18;2/13/11 16:05;2.55;16084;United Kingdom
47504;49522;540520;17165D;ASS COL LARGE SAND FROG P'WEIGHT;2;01/09/2011 12:31;1.05;17555;United Kingdom
60780;63221;541530;21658;GLASS  BEURRE DISH;4;1/19/11 10:56;3.95;14769;United Kingdom
40669;42279;539978;85034C;3 ROSE MORRIS BOXED CANDLES;12;12/23/10 14:06;1.25;13165;United Kingdom
26899;27849;538566;84050;PINK HEART SHAPE EGG FRYING PAN;3;12/13/10 11:21;4.21;NA;United Kingdom
19539;20210;538014;82483;WOOD 2 DRAWER CABINET WHITE FINISH;6;12/09/2010 12:49;5.95;14440;United Kingdom
43336;45127;540249;22966;GINGERBREAD MAN COOKIE CUTTER;12;01/05/2011 16:00;1.25;15298;United Kingdom
16425;16950;537666;22107;PIZZA PLATE IN BOX;1;12/07/2010 18:36;7.62;NA;United Kingdom
47723;49744;540530;22771;CLEAR DRAWER KNOB ACRYLIC EDWARDIAN;12;01/09/2011 14:02;1.25;14755;United Kingdom
4946;5170;536846;21668;RED STRIPE CERAMIC DRAWER KNOB;2;12/02/2010 19:59;1.25;14573;United Kingdom
93367;97601;544646;21843;RED RETROSPOT CAKE STAND;1;2/22/11 12:06;10.95;17075;United Kingdom
7323;7634;537049;21733;RED HANGING HEART T-LIGHT HOLDER;6;12/05/2010 11:04;2.95;16241;United Kingdom
35359;36731;539451;22697;GREEN REGENCY TEACUP AND SAUCER;3;12/17/10 16:59;5.91;NA;United Kingdom
12559;12970;537405;85014A;BLACK/BLUE POLKADOT UMBRELLA;1;12/06/2010 14:51;5.95;17841;United Kingdom
37874;39345;539636;22627;MINT KITCHEN SCALES;4;12/20/10 15:15;8.50;12481;Germany
70236;73109;542303;47566;PARTY BUNTING;5;1/27/11 11:05;4.65;12539;Spain
70992;73907;542393;22622;BOX OF VINTAGE ALPHABET BLOCKS;2;1/27/11 15:02;9.95;18125;United Kingdom
71648;74671;542519;20723;STRAWBERRY CHARLOTTE BAG;10;1/28/11 12:19;0.85;15159;United Kingdom
65365;68022;541850;22639;SET OF 4 NAPKIN CHARMS HEARTS;10;1/23/11 13:58;2.55;14224;United Kingdom
34815;36183;539439;21055;TOOL BOX SOFT TOY;2;12/17/10 15:14;8.95;13869;United Kingdom
60113;62547;541506;85231b;CINAMMON SET OF 9 T-LIGHTS;1;1/18/11 16:05;1.63;NA;United Kingdom
46928;48938;540482;22644;CERAMIC CHERRY CAKE MONEY BANK;1;01/07/2011 15:48;1.45;14672;United Kingdom
28805;29867;538827;85123A;WHITE HANGING HEART T-LIGHT HOLDER;32;12/14/10 12:59;2.55;14298;United Kingdom
61403;63883;541592;20615;BLUE POLKADOT PASSPORT COVER;4;1/19/11 15:08;1.63;NA;United Kingdom
51747;53909;540848;85017B;ENVELOPE 50 BLOSSOM IMAGES;2;01/12/2011 09:26;0.85;NA;United Kingdom
61459;63939;541592;22197;SMALL POPCORN HOLDER;3;1/19/11 15:08;1.63;NA;United Kingdom
36440;37826;539484;84992;72 SWEETHEART FAIRY CAKE CASES;1;12/19/10 15:44;0.55;15640;United Kingdom
34527;35894;539437;22464;HANGING METAL HEART LANTERN;3;12/17/10 14:54;3.36;NA;United Kingdom
95459;99797;544789;22485;SET OF 2 WOODEN MARKET CRATES;2;2/23/11 12:25;12.75;13993;United Kingdom
36996;38390;539551;20726;LUNCH BAG WOODLAND;10;12/20/10 11:38;1.65;12721;France
54894;57130;541132;21035;SET/2 RED RETROSPOT TEA TOWELS;2;1/14/11 10:17;5.79;NA;United Kingdom
72615;75708;542608;22268;EASTER DECORATION SITTING BUNNY;4;1/30/11 13:51;0.85;16770;United Kingdom
94088;98404;544678;22665;RECIPE BOX BLUE SKETCHBOOK DESIGN;1;2/22/11 16:15;2.95;13077;United Kingdom
85316;89061;543826;22535;MAGIC DRAWING SLATE BUNNIES;1;2/14/11 9:41;0.83;NA;United Kingdom
85248;88993;543826;35971;ROSE FOLKART HEART DECORATIONS;1;2/14/11 9:41;2.46;NA;United Kingdom
75054;78270;542862;21935;SUKI  SHOULDER BAG;3;02/01/2011 11:51;1.65;14606;United Kingdom
38257;39764;539676;22396;MAGNETS PACK OF 4 RETRO PHOTO;24;12/21/10 10:54;0.42;12423;Belgium
85166;88910;543822;22956;36 FOIL HEART CAKE CASES;12;2/14/11 9:24;2.10;12507;Spain
47922;49957;540540;21877;HOME SWEET HOME MUG;2;01/09/2011 15:10;1.25;17218;United Kingdom
29022;30104;538849;85136B;BLUE SHARK HELICOPTER;1;12/14/10 13:31;7.95;14415;United Kingdom
75569;78811;542898;22949;36 DOILIES DOLLY GIRL;1;02/01/2011 14:01;1.45;16110;United Kingdom
66758;69476;541971;79321;CHILLI LIGHTS;1;1/24/11 13:48;9.96;NA;United Kingdom
74265;77401;542724;21931;JUMBO STORAGE BAG SUKI;10;1/31/11 14:59;1.95;16779;United Kingdom
32890;34227;539324;84991;60 TEATIME FAIRY CAKE CASES;1;12/16/10 19:51;0.55;14985;United Kingdom
7148;7457;537041;22666;RECIPE BOX PANTRY YELLOW DESIGN;2;12/05/2010 10:36;2.95;16033;United Kingdom
12178;12578;537388;22457;NATURAL SLATE HEART CHALKBOARD;6;12/06/2010 13:35;2.95;17682;United Kingdom
46710;48711;540473;16258A;SWIRLY CIRCULAR RUBBERS IN BAG;4;01/07/2011 14:31;0.42;17284;United Kingdom
37900;39371;539639;22900;SET 2 TEA TOWELS I LOVE LONDON;2;12/20/10 15:26;2.95;14083;United Kingdom
78043;81385;543124;84949;SILVER HANGING T-LIGHT HOLDER;12;02/03/2011 14:15;1.65;15311;United Kingdom
49528;51585;540647;22804;CANDLEHOLDER PINK HANGING HEART;3;01/10/2011 14:57;2.95;17406;United Kingdom
49792;51866;540681;85180B;PINK HEARTS LIGHT CHAIN;3;01/10/2011 16:25;2.51;NA;United Kingdom
7143;7452;537041;22652;TRAVEL SEWING KIT;4;12/05/2010 10:36;1.65;16033;United Kingdom
6309;6558;536947;84520B;PACK 20 ENGLISH ROSE PAPER NAPKINS;12;12/03/2010 12:29;0.85;13013;United Kingdom
5718;5957;536876;22759;SET OF 3 NOTEBOOKS IN PARCEL;7;12/03/2010 11:36;3.36;NA;United Kingdom
80952;84406;543389;21989;PACK OF 20 SKULL PAPER NAPKINS;2;02/08/2011 09:56;0.85;17841;United Kingdom
73189;76282;542622;22626;BLACK KITCHEN SCALES;1;1/31/11 9:09;16.63;NA;United Kingdom
48634;50670;540551;85049E;SCANDINAVIAN REDS RIBBONS;1;01/10/2011 09:43;2.51;NA;United Kingdom
13997;14465;537594;21035;SET/2 RED RETROSPOT TEA TOWELS;12;12/07/2010 12:28;2.95;12647;Germany
39125;40691;539740;82599;FANNY'S REST STOPMETAL SIGN;2;12/21/10 15:20;4.21;NA;United Kingdom
55949;58296;541224;22139;RETROSPOT TEA SET CERAMIC 11 PC;3;1/14/11 14:45;4.95;12474;Germany
41841;43487;540093;22723;SET OF 6 HERB TINS SKETCHBOOK;1;01/04/2011 15:24;3.95;16725;United Kingdom
28429;29468;538799;21240;BLUE POLKADOT CUP;2;12/14/10 11:48;0.85;15039;United Kingdom
41540;43181;540026;21991;BOHEMIAN COLLAGE STATIONERY SET;3;01/04/2011 13:25;2.51;NA;United Kingdom
76561;79839;543008;84997D;PINK 3 PIECE POLKADOT CUTLERY SET;12;02/02/2011 13:07;3.75;13824;United Kingdom
88562;92516;544193;21000;ROSE DU SUD COSMETICS BAG;6;2/17/11 8:23;4.25;12431;Belgium
55443;57748;541219;22746;POPPY'S PLAYHOUSE LIVINGROOM;1;1/14/11 14:06;4.13;NA;United Kingdom
83326;86888;543610;23230;WRAP ALPHABET DESIGN;25;02/10/2011 14:30;0.42;16425;United Kingdom
58704;61096;541423;22355;CHARLOTTE BAG SUKI DESIGN;4;1/17/11 17:54;1.63;NA;United Kingdom
35437;36810;539453;22355;CHARLOTTE BAG SUKI DESIGN;1;12/17/10 17:08;1.66;NA;United Kingdom
63538;66139;541712;22722;SET OF 6 SPICE TINS PANTRY DESIGN;1;1/21/11 11:19;3.95;17890;United Kingdom
53636;55850;541002;20971;PINK BLUE FELT CRAFT TRINKET BOX;12;1/13/11 10:33;1.25;12951;United Kingdom
41951;43606;540098;21975;PACK OF 60 DINOSAUR CAKE CASES;1;01/04/2011 15:50;0.55;16241;United Kingdom
74599;77766;542785;22354;RETROSPOT PADDED SEAT CUSHION;30;02/01/2011 10:14;3.39;13881;United Kingdom
86707;90598;544055;22698;PINK REGENCY TEACUP AND SAUCER;6;2/15/11 12:48;2.95;14035;United Kingdom
20712;21420;538078;22667;RECIPE BOX RETROSPOT;3;12/09/2010 14:25;2.95;16255;United Kingdom
76581;79860;543010;22844;VINTAGE CREAM DOG FOOD CONTAINER;2;02/02/2011 13:16;8.50;18250;United Kingdom
23237;24038;538311;22383;LUNCH BAG SUKI  DESIGN;10;12/10/2010 13:48;1.65;12785;Portugal
46989;48999;540493;22283;6 EGG HOUSE PAINTED WOOD;4;01/07/2011 16:34;7.95;14867;United Kingdom
3414;3531;536635;22759;SET OF 3 NOTEBOOKS IN PARCEL;12;12/02/2010 11:22;1.65;15955;United Kingdom
51015;53150;540821;90129A;PINK GLASS TASSLE BAG CHARM;1;01/11/2011 13:16;1.66;NA;United Kingdom
58147;60539;541422;22124;SET OF 2 TEA TOWELS PING MICROWAVE;1;1/17/11 17:48;2.46;NA;United Kingdom
79475;82871;543273;47420;ASSORTED COLOUR SUCTION CUP HOOK;1;02/06/2011 11:29;0.19;16456;United Kingdom
63215;65747;541696;70007;HI TEC ALPINE HAND WARMER;1;1/20/11 18:08;1.63;NA;United Kingdom
66322;69028;541932;48187;DOORMAT NEW ENGLAND;20;1/24/11 11:39;6.75;14439;Greece
85658;89450;543909;22698;PINK REGENCY TEACUP AND SAUCER;3;2/14/11 12:32;5.79;NA;United Kingdom
8762;9091;537192;22386;JUMBO BAG PINK POLKADOT;1;12/05/2010 13:42;1.95;16402;United Kingdom
68172;70964;542107;22139;RETROSPOT TEA SET CERAMIC 11 PC;2;1/25/11 13:38;4.95;16222;United Kingdom
54738;56974;541127;21820;GLITTER HEART GARLAND WITH BELLS;1;1/14/11 10:11;7.46;NA;United Kingdom
89970;93959;544323;21385;IVORY HANGING DECORATION  HEART;1;2/17/11 15:51;1.63;NA;United Kingdom
40308;41918;539958;21884;CAKES AND BOWS GIFT  TAPE;12;12/23/10 13:26;0.43;NA;United Kingdom
79911;83318;543300;84988;SET OF 72 PINK HEART PAPER DOILIES;6;02/07/2011 11:42;1.45;13334;United Kingdom
34015;35382;539436;22196;SMALL HEART MEASURING SPOONS;2;12/17/10 14:49;1.66;NA;United Kingdom
42667;44399;540169;21258;VICTORIAN SEWING BOX LARGE;2;01/05/2011 12:20;12.75;14527;United Kingdom
86272;90082;543985;84796B;BLUE SAVANNAH PICNIC HAMPER FOR 2;1;2/15/11 9:44;8.29;NA;United Kingdom
9726;10069;537224;22155;STAR DECORATION RUSTIC;48;12/05/2010 16:24;0.42;13174;United Kingdom
65668;68329;541862;22804;CANDLEHOLDER PINK HANGING HEART;5;1/23/11 16:02;2.95;14068;United Kingdom
23709;24552;538349;22301;COFFEE MUG CAT + BIRD DESIGN;2;12/10/2010 14:59;5.06;NA;United Kingdom
83203;86751;543597;22470;HEART OF WICKER LARGE;6;02/10/2011 12:32;2.95;12857;United Kingdom
56055;58420;541240;21564;PINK  HEART SHAPE LOVE BUCKET;2;1/16/11 11:07;2.95;16206;United Kingdom
54111;56340;541104;20662;FIRST CLASS HOLIDAY PURSE;1;1/13/11 14:29;2.46;NA;United Kingdom
3804;3935;536739;21784;SHOE SHINE BOX;2;12/02/2010 13:08;9.95;14180;United Kingdom
26984;27934;538567;22411;JUMBO SHOPPER VINTAGE RED PAISLEY;10;12/13/10 11:23;1.95;13999;United Kingdom
38218;39717;539663;22493;PAINT YOUR OWN CANVAS SET;2;12/21/10 10:26;1.65;17961;United Kingdom
84681;88410;543802;21658;GLASS  BEURRE DISH;2;2/13/11 12:03;3.95;13742;United Kingdom
39963;41559;539920;21259;VICTORIAN SEWING BOX SMALL;2;12/23/10 11:06;5.95;14085;United Kingdom
58001;60393;541421;46776B;WOVEN BERRIES CUSHION COVER;2;1/17/11 17:44;4.13;NA;United Kingdom
33865;35232;539436;20866;BLUE ROSE FABRIC MIRROR;1;12/17/10 14:49;2.51;NA;United Kingdom
12184;12584;537388;20728;LUNCH BAG CARS BLUE;10;12/06/2010 13:35;1.65;17682;United Kingdom
31720;32987;539214;22109;FULL ENGLISH BREAKFAST PLATE;4;12/16/10 12:31;3.75;17062;United Kingdom
91285;95349;544453;21756;BATH BUILDING BLOCK WORD;2;2/20/11 13:06;5.95;17214;United Kingdom
64771;67424;541830;22173;METAL 4 HOOK HANGER FRENCH CHATEAU;1;1/21/11 17:09;5.79;NA;United Kingdom
1514;1572;536544;22394;PAPERWEIGHT KINGS CHOICE;1;12/01/2010 14:32;5.06;NA;United Kingdom
95544;99882;544790;20728;LUNCH BAG CARS BLUE;4;2/23/11 12:27;1.65;16940;United Kingdom
36317;37702;539475;21746;SMALL RED RETROSPOT WINDMILL;1;12/19/10 14:41;1.25;16686;United Kingdom
18445;19036;537828;22568;FELTCRAFT CUSHION OWL;4;12/08/2010 14:43;3.75;15680;United Kingdom
87373;91295;544090;22969;HOMEMADE JAM SCENTED CANDLES;12;2/16/11 8:15;1.45;13880;United Kingdom
76287;79563;542997;22625;RED KITCHEN SCALES;1;02/02/2011 12:16;16.63;NA;United Kingdom
8309;8634;537141;22460;EMBOSSED GLASS TEALIGHT HOLDER;6;12/05/2010 12:57;1.25;15570;United Kingdom
31731;32998;539215;85035C;ROSE 3 WICK MORRIS BOX CANDLE;1;12/16/10 12:42;4.25;15574;United Kingdom
94052;98367;544677;82599;FANNY'S REST STOPMETAL SIGN;1;2/22/11 16:13;2.10;18196;United Kingdom
30241;31371;538945;22112;CHOCOLATE HOT WATER BOTTLE;24;12/15/10 11:22;4.25;17230;United Kingdom
24460;25364;538368;21944;KITTENS DESIGN FLANNEL;2;12/12/2010 10:57;0.85;15503;United Kingdom
91756;95827;544466;22296;HEART IVORY TRELLIS LARGE;1;2/20/11 15:43;1.65;14606;United Kingdom
34546;35913;539437;22534;MAGIC DRAWING SLATE SPACEBOY;2;12/17/10 14:54;0.85;NA;United Kingdom
91168;95230;544450;22993;SET OF 4 PANTRY JELLY MOULDS;3;2/20/11 12:23;1.25;17811;United Kingdom
89282;93256;544283;22066;LOVE HEART TRINKET POT;4;2/17/11 12:27;1.45;13668;United Kingdom
45651;47638;540418;22715;CARD WEDDING DAY;1;01/07/2011 11:04;0.85;NA;United Kingdom
2698;2798;536592;22726;ALARM CLOCK BAKELIKE GREEN;2;12/01/2010 17:06;7.62;NA;United Kingdom
77372;80674;543053;22302;COFFEE MUG PEARS  DESIGN;6;02/03/2011 10:26;2.55;17362;United Kingdom
33693;35060;539434;22560;TRADITIONAL MODELLING CLAY;2;12/17/10 14:41;2.51;NA;United Kingdom
57890;60282;541421;84660A;WHITE STITCHED WALL CLOCK;1;1/17/11 17:44;3.29;NA;United Kingdom
73368;76461;542625;84347;ROTATING SILVER ANGELS T-LIGHT HLDR;1;1/31/11 9:50;5.79;NA;United Kingdom
33976;35343;539436;21990;MODERN FLORAL STATIONERY SET;2;12/17/10 14:49;2.51;NA;United Kingdom
62664;65196;541695;21708;FOLDING UMBRELLA CREAM POLKADOT;1;1/20/11 18:01;3.29;NA;United Kingdom
37223;38667;539595;22649;STRAWBERRY FAIRY CAKE TEAPOT;1;12/20/10 13:43;11.02;NA;United Kingdom
17395;17943;537781;22746;POPPY'S PLAYHOUSE LIVINGROOM;1;12/08/2010 12:46;2.10;17341;United Kingdom
17579;18146;537800;72131;COLUMBIAN CANDLE RECTANGLE;6;12/08/2010 13:08;1.95;12748;United Kingdom
29325;30418;538863;22473;TV DINNER TRAY VINTAGE PAISLEY;8;12/14/10 14:15;1.95;16919;United Kingdom
5257;5496;536863;20963;APPLE BATH SPONGE;1;12/03/2010 11:19;1.25;17967;United Kingdom
63989;66612;541810;22625;RED KITCHEN SCALES;1;1/21/11 15:00;16.63;NA;United Kingdom
78891;82259;543196;21219;SET/4 BADGES BALLOON GIRL;10;02/04/2011 12:29;1.25;13309;United Kingdom
61117;63595;541584;21786;POLKADOT RAIN HAT;4;1/19/11 14:12;0.79;NA;United Kingdom
82806;86337;543546;20676;RED RETROSPOT BOWL;2;02/09/2011 16:52;2.46;NA;United Kingdom
52445;54641;540968;22139;RETROSPOT TEA SET CERAMIC 11 PC;3;01/12/2011 13:40;4.95;17338;United Kingdom
